ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2504783,Source2,2,2018-10-08 06:52:25,2018-10-08 07:22:00,33.841877000000004,-80.731941,,,0.0,Accident on SC-48 Bluff Rd at Congaree Church Rd.,Bluff Rd,Gadsden,Richland,SC,29052-9552,US,US/Eastern,KMMT,2018-10-08 06:56:00,72.0,,100.0,30.2,10.0,NE,5.8,,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Day,Day
A-3984735,Source1,2,2022-12-22 08:27:38,2022-12-22 10:08:32,40.00084519,-75.82346319999998,39.98268519,-75.9236832,5.452000000000001,Incident on US-30 WB near COUNTRY CLUB RD Drive with caution.,US-30,Coatesville,Chester,PA,19320,US,US/Eastern,KMQS,2022-12-22 08:35:00,30.0,30.0,100.0,29.6,4.0,CALM,0.0,0.0,Light Rain,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5582764,Source1,2,2021-09-10 13:02:00,2021-09-10 14:41:17,37.52149,-109.4941,37.526568,-109.494109,0.351,Incident on US-191 near US-191 Drive with caution.,S Highway 191,Blanding,San Juan,UT,84511,US,US/Mountain,K4BL,2021-09-10 12:55:00,84.0,84.0,18.0,24.46,10.0,SW,5.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4478841,Source1,2,2022-05-17 12:29:30,2022-05-17 14:31:37,32.829341,-96.8257,32.829498,-96.826917,0.071,Stationary traffic from N Versailles Ave to Rawlins St due to accident., Lemmon Ave,Dallas,Dallas,TX,75209-6226,US,US/Central,KDAL,2022-05-17 12:53:00,88.0,88.0,46.0,29.41,10.0,S,13.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6515654,Source1,2,2021-01-30 20:51:07,2021-01-30 22:52:48,44.836718,-93.398278,44.836973,-93.398298,0.018,Accident on CR-1/Pioneer Trl (US-169) from Marth Rd (US-169) to US-169 N.,US-169 N,Minneapolis,Hennepin,MN,55438,US,US/Central,KFCM,2021-01-30 20:53:00,31.0,23.0,85.0,28.98,7.0,NE,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4098454,Source1,2,2022-09-05 07:38:00,2022-09-05 08:54:44,29.354818,-98.527266,29.355992,-98.526257,0.101,Incident on I-35 NB near S. W MILITARY Drive with caution.,I-35 N,San Antonio,Bexar,TX,78224,US,US/Central,KSKF,2022-09-05 07:46:00,73.0,73.0,100.0,29.24,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5909176,Source1,2,2021-08-29 12:17:30,2021-08-29 15:42:33,37.50281,-77.722326,37.505932,-77.715287,0.442,Slow traffic on US-60 E from County Line Rd (Midlothian Tpke/US-60) to Watkins Centre Pkwy (Midlothian Tpke/US-60) due to accident., Midlothian Tpke,Midlothian,Chesterfield,VA,23113-7704,US,US/Eastern,KFCI,2021-08-29 12:18:00,82.0,82.0,74.0,29.93,10.0,ENE,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5150158,Source1,2,2022-12-06 08:02:00,2022-12-06 08:24:00,33.899216,-84.47131800000002,33.893059,-84.46289,0.644,Slow traffic on I-75 S - I-75 N at Northeast Cobb due to accident.,I-75 N,Atlanta,Cobb,GA,30339,US,US/Eastern,KMGE,2022-12-06 07:55:00,46.0,44.0,95.0,28.99,1.0,E,5.0,0.01,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1405375,Source2,2,2020-07-30 07:49:20,2020-07-30 08:49:36,33.364574,-82.076797,,,0.0,Accident on Windsor Spring Rd at Boykin Rd.,Windsor Spring Rd,Hephzibah,Richmond,GA,30815-7943,US,US/Eastern,KAGS,2020-07-30 07:53:00,78.0,78.0,87.0,29.82,10.0,SW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5474541,Source1,2,2021-12-12 16:25:30,2021-12-12 17:01:30,30.180986,-81.7396,30.186885,-81.739257,0.408,Stationary traffic on FL-21 from FL-224/Loch Rane Blvd/Kingsley Ave (FL-21) to Wells Rd (FL-21) due to accident., Blanding Blvd,Orange Park,Clay,FL,32073-2629,US,US/Eastern,KNIP,2021-12-12 16:53:00,63.0,63.0,81.0,30.21,10.0,ENE,10.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6399694,Source1,2,2021-02-09 21:12:33,2021-02-09 22:12:33,45.506433,-122.715429,45.511443,-122.705539,0.591,A crash has occurred causing no to minimum delays. Use caution.,Sunset Hwy E,Portland,Multnomah,OR,97221,US,US/Pacific,KPDX,2021-02-09 20:53:00,36.0,36.0,67.0,30.14,10.0,ESE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-241773,Source2,2,2016-11-14 07:58:08,2016-11-14 08:42:53,40.072372,-76.268105,,,0.01,Slow traffic due to accident on PA-23 New Holland Pike at Butter Rd.,New Holland Pike,Lancaster,Lancaster,PA,17601-5519,US,US/Eastern,KLNS,2016-11-14 07:53:00,28.9,,89.0,30.1,7.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6922951,Source1,2,2020-11-03 04:16:00,2020-11-03 05:17:30,33.807169,-118.207023,33.826667,-118.207424,1.347,Slow traffic on I-710 from Willow St (I-710) to I-405/San Diego Fwy (I-710) due to accident.,I-710 N,Long Beach,Los Angeles,CA,90806,US,US/Pacific,KLGB,2020-11-03 04:11:00,60.0,60.0,96.0,29.93,1.0,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4436136,Source1,2,2022-02-26 21:03:30,2022-02-26 22:29:00,34.042949,-118.272635,34.052844,-118.25874,1.0490000000000002,Stationary traffic on CA-110 N - Harbor Fwy N from I-110/I-10/Santa Monica Fwy (CA-110) to 5th St/6th St (CA-110) due to accident.,CA-110 N,Los Angeles,Los Angeles,CA,90015,US,US/Pacific,KCQT,2022-02-26 20:47:00,53.0,53.0,52.0,30.07,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2398318,Source2,2,2018-12-14 16:13:26,2018-12-14 16:43:15,30.394621,-97.706596,,,0.0,Accident on Stonehollow Dr at Metric Blvd.,Metric Blvd,Austin,Travis,TX,78758-4035,US,US/Central,KATT,2018-12-14 15:51:00,52.0,,57.0,30.09,10.0,NNW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6439570,Source1,2,2021-02-20 13:49:00,2021-02-20 15:54:08,37.758668,-122.212405,37.758271,-122.212055,0.033,Accident on High St (I-880) from 66th Ave (I-880) to Nimitz Fwy S - I-880 S.,I-880 S,Oakland,Alameda,CA,94621,US,US/Pacific,KOAK,2021-02-20 13:53:00,62.0,62.0,46.0,30.34,10.0,W,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-492874,Source2,3,2017-07-21 20:45:53,2017-07-21 21:15:14,37.585072,-121.872681,,,0.0,Lane blocked and slow traffic due to accident on I-680 Northbound at Exits 21 21A 21B CA-84 Paloma Rd.,I-680 N,Sunol,Alameda,CA,94586,US,US/Pacific,KLVK,2017-07-21 20:53:00,64.9,,65.0,29.93,10.0,NW,9.2,,Clear,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-3946680,Source1,2,2022-06-01 10:45:35,2022-06-01 12:45:39,43.870013,-95.114077,43.86884600000001,-95.11491,0.091,Accident on MN-60 (US-71) from MN-62/CR-17/6th St (US-71) to US-71 N - MN-60 - US-71 S., Highway 60 71 N,Windom,Cottonwood,MN,56101-2022,US,US/Central,KMWM,2022-06-01 11:42:00,64.0,64.0,45.0,28.67,10.0,WSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7549796,Source1,3,2018-08-17 14:57:14,2018-08-17 15:26:45,37.163121,-121.664068,37.163121,-121.664068,0.0,At Cochrane Rd/Exit 367 - Accident.,S Valley Fwy S,Morgan Hill,Santa Clara,CA,95037,US,US/Pacific,KE16,2018-08-17 15:00:00,95.0,,26.0,30.01,10.0,NW,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7209374,Source1,3,2020-03-03 09:21:02,2020-03-03 09:50:24,39.78431,-105.11665,39.78431,-105.11665,0.0,At CO-72/44th Ave/Ward Rd/Exit 266 - Accident.,I-70 W,Wheat Ridge,Jefferson,CO,80033,US,US/Mountain,KBJC,2020-03-03 09:20:00,39.0,35.0,49.0,24.23,10.0,NE,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3177021,Source2,2,2017-11-09 08:51:36,2017-11-09 09:21:00,31.291983,-89.303436,,,0.0,Right lane blocked due to accident on US-49 Southbound at Wsf Tatum Blvd.,US Highway 49,Hattiesburg,Forrest,MS,39401,US,US/Central,KHBG,2017-11-09 08:53:00,53.1,,93.0,30.21,10.0,North,8.1,,Overcast,False,False,True,True,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2490733,Source2,2,2018-10-01 09:38:31,2018-10-01 10:23:17,45.576553,-122.643944,,,0.0,Accident on Columbia Blvd at 21st Ave.,NE Columbia Blvd,Portland,Multnomah,OR,97211-1929,US,US/Pacific,KPDX,2018-10-01 09:53:00,64.0,,65.0,29.85,10.0,ESE,5.8,,Overcast,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4098209,Source1,4,2022-06-13 01:00:30.000000000,2022-08-01 01:03:31.000000000,32.380759999999995,-111.216743,32.383123,-111.21674099999998,0.163, well as improve overall safety promote lower speeds and reduce conflict points. Due to the roundabout’s proximity to Marana High School Town of Marana is working with Marana Unified School District to provide guidance for parents to talk to their students about driving safety and how to safely navigate a roundabout. Parents should keep an eye out for more information ahead of the school year. For more information please use the following link to learn more about the benefits of roundabouts as well as more educational resources: https://safety.fhwa.dot.gov/intersection/roundabouts/ https://azdot.gov/sites/default/files/media/2019/11/Flyer-How-to-Drive-in-a-Roundabout.pdf, W Twin Peaks Rd,Marana,Pima,AZ,85653,US,US/Mountain,KRYN,2022-06-13 06:53:00,77.0,77.0,29.0,27.34,10.0,CALM,0.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1448137,Source2,2,2020-05-26 11:24:26,2020-05-26 12:24:15,41.857899,-88.138573,,,0.0,Accident on Fapp Cir at IL-38 Roosevelt Rd.,W Roosevelt Rd,Wheaton,DuPage,IL,60187-6029,US,US/Central,KDPA,2020-05-26 11:52:00,80.0,80.0,67.0,29.19,10.0,S,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5457713,Source1,2,2022-12-16 18:24:25,2022-12-16 19:59:31,41.35087,-81.490338,41.350314,-81.48964699999998,0.053,Incident on BROADWAY AVE near BROADWAY AVE Drive with caution., Broadway Ave,Bedford,Cuyahoga,OH,44146-6518,US,US/Eastern,KBKL,2022-12-16 18:53:00,37.0,30.0,65.0,29.12,9.0,S,9.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-230519,Source2,3,2016-12-12 08:00:13,2016-12-12 08:45:00,38.910633,-77.21751400000002,,,0.01,Accident on I-495 Capital Beltway Northbound at Exits 47A-B 47B-A VA-7 Leesburg Pike.,Capital Beltway N,Mc Lean,Fairfax County,VA,22102,US,US/Eastern,KDCA,2016-12-12 07:52:00,45.0,40.1,97.0,29.93,10.0,SSW,9.2,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6227648,Source1,2,2021-12-08 19:39:44,2021-12-08 21:39:44,44.114427,-121.291871,44.114546,-121.29188899999998,0.008,An unconfirmed report of hazardous debris has been received. Use caution., N Highway 97,Bend,Deschutes,OR,97701-8091,US,US/Pacific,KBDN,2021-12-08 19:35:00,36.0,31.0,70.0,26.37,10.0,N,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-1713289,Source3,2,2019-12-12 14:26:14,2019-12-12 15:56:00,34.024059,-117.335464,,,0.0,Accident on I-215 Southbound at Exit 37 / La Cadena Dr.,I-215 S,Colton,San Bernardino,CA,92324,US,US/Pacific,KSBD,2019-12-12 14:52:00,73.0,73.0,27.0,28.92,7.0,CALM,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3622164,Source1,2,2017-05-22 08:56:17,2017-05-22 14:56:17,37.40328,-122.04709,37.40563,-122.05676,0.555,At Ellis St - Accident. Left lane blocked.,US-101 N,Mountain View,Santa Clara,CA,94043,US,US/Pacific,KNUQ,2017-05-22 08:56:00,62.1,,80.0,30.0,10.0,NNW,5.8,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4950221,Source1,2,2022-07-13 16:54:00.000000000,2022-07-13 17:14:30.000000000,42.167492,-87.8714,42.167512,-87.87836300000002,0.357,Stationary traffic on Deerfield Rd from Wilmot Rd to Saunders Rd due to accident., Deerfield Rd,Deerfield,Lake,IL,60015,US,US/Central,KPWK,2022-07-13 16:52:00,75.0,75.0,57.0,29.33,10.0,NE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-529943,Source2,2,2022-08-23 03:40:33,2022-08-23 04:27:43,34.130871,-117.92896299999998,,,0.0,Crash on I-210 Westbound at Exit 38 Irwindale Ave.,I-210,Azusa,Los Angeles,CA,91702,US,US/Pacific,KEMT,2022-08-23 03:46:00,66.0,66.0,90.0,29.72,9.0,CALM,0.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3440527,Source1,2,2016-08-31 08:46:13,2016-08-31 14:46:13,29.66438,-95.4639,29.66438,-95.46406,0.01,At Post Oak Rd - Accident.,Willowbend Blvd,Houston,Harris,TX,77035,US,US/Central,KMCJ,2016-08-31 19:15:00,89.6,,49.0,29.82,10.0,North,6.9,,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4429055,Source1,2,2022-09-26 16:46:26,2022-09-26 19:04:51,33.586732,-84.510786,33.549112,-84.570599,4.314,Stationary traffic on I-85 S - GA-403 S from I-85/Exit 15 (I-85) to GA-74/Exit 61 (I-85) due to accident.,GA-403 S,Atlanta,Fulton,GA,30349,US,US/Eastern,KATL,2022-09-26 16:52:00,80.0,80.0,30.0,28.82,10.0,NW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1958987,Source2,2,2019-07-09 06:57:41,2019-07-09 07:57:33,39.011238,-122.895859,,,0.0,Accident on Big Valley Rd at Soda Bay Rd. No recent updates.,Soda Bay Rd,Lakeport,Lake,CA,95453-9636,US,US/Pacific,KUKI,2019-07-09 06:56:00,54.0,54.0,80.0,29.34,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5509112,Source1,2,2021-10-08 13:14:00,2021-10-08 15:30:58,40.42525,-123.158207,40.420847,-123.174519,0.91,Accident on Rattlesnake Rd (CA-3) from CA-36/Cold Creek Rd (CA-3) to CA-3.,State Highway 3,Hayfork,Trinity,CA,96041,US,US/Pacific,KO54,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2249787,Source2,3,2019-02-28 10:23:29,2019-02-28 10:53:11,25.94183,-80.350319,,,0.0,Accident on I-75 Northbound at Exit 4 I-75 Express Lanes.,I-75 N,Hialeah,Miami-Dade,FL,33018,US,US/Eastern,KOPF,2019-02-28 09:53:00,75.0,,62.0,30.11,10.0,NW,9.2,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5877652,Source1,2,2021-06-01 12:23:00,2021-06-01 14:02:37,38.500721,-122.757702,38.50000900000001,-122.75778400000002,0.049,Incident on ASCOT DR near MAYFIELD DR Drive with caution., Ascot Dr,Santa Rosa,Sonoma,CA,95403-1424,US,US/Pacific,KSTS,2021-06-01 12:53:00,79.0,79.0,40.0,29.77,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6774037,Source1,2,2020-10-17 22:08:00,2020-10-18 00:48:00,38.395725,-122.357085,38.385565,-122.349395,0.816,Stationary traffic on CA-29 from California Dr (CA-29) to Washington St (CA-29) due to accident.,Saint Helena Hwy,Napa,Napa,CA,94558,US,US/Pacific,KAPC,2020-10-17 21:54:00,69.0,69.0,39.0,29.88,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3181185,Source2,3,2017-11-13 15:12:42,2017-11-13 16:27:23,41.817032,-71.398689,,,0.0,Right-center lane blocked due to accident on I-195 Westbound at Exit 2 US-44.,I-195 E,Providence,Providence,RI,02903,US,US/Eastern,KPVD,2017-11-13 15:11:00,39.9,35.1,97.0,30.32,4.0,North,6.9,0.02,Light Rain,False,False,False,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6097056,Source1,2,2021-12-13 15:07:00,2021-12-13 17:24:03,35.215731,-80.84637,35.21426,-80.84371800000002,0.181,Stationary traffic on NC-27 from South Blvd (NC-27) to E Stonewall St (NC-27) due to accident., E Morehead St,Charlotte,Mecklenburg,NC,28202-2703,US,US/Eastern,KCLT,2021-12-13 14:52:00,58.0,58.0,30.0,29.55,10.0,S,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4128974,Source1,2,2022-06-21 20:49:33.000000000,2022-06-21 23:31:42.000000000,44.334747,-121.011596,44.334336,-120.997242,0.71,A crash has occurred causing no to minimum delays. Use caution., NW O'Neil Hwy,Powell Butte,Crook,OR,97753,US,US/Pacific,KRDM,2022-06-21 20:56:00,74.0,74.0,27.0,26.99,10.0,N,6.0,0.0,Fair,False,False,True,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-3423996,Source1,4,2016-06-06 23:22:07,2016-06-07 05:22:07,33.955890000000004,-118.30026,33.95685,-118.30026,0.066,Closed at 89th St - Road closed due to accident., S Normandie Ave,Los Angeles,Los Angeles,CA,90044-2023,US,US/Pacific,KHHR,2016-06-06 23:40:00,60.1,,83.0,29.87,10.0,WSW,3.5,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4026073,Source1,2,2022-12-20 18:02:30,2022-12-20 20:23:57,45.318466,-111.785913,45.31875,-111.782013,0.19,Travelers can expect the following: Crash until further notice., Depot Rd,Ennis,Madison,MT,59729-9053,US,US/Mountain,KDLN,2022-12-20 17:53:00,25.0,16.0,69.0,24.64,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4690045,Source1,2,2022-11-04 09:28:18.000000,2022-11-04 10:43:27.000000,39.168724,-84.424242,39.169699,-84.42494,0.077,Incident on RIDGE RD near RIDGE RD Drive with caution., Ridge Ave,Cincinnati,Hamilton,OH,45213-2542,US,US/Eastern,KLUK,2022-11-04 09:53:00,56.0,56.0,87.0,29.68,10.0,SSW,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6716091,Source1,2,2020-11-05 01:24:00,2020-11-05 02:15:00,44.552791,-121.167887,44.569132,-121.160858,1.181,Stationary traffic on US-97 from SW Iris Ln (US-97) to SW Dover Ln (US-97) due to accident., SW Ford Ln,Culver,Jefferson,OR,97734-9608,US,US/Pacific,KRDM,2020-11-05 00:56:00,59.0,59.0,39.0,27.03,10.0,E,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5370958,Source1,2,2022-09-12 13:59:00,2022-09-13 11:45:14,39.955773,-76.718532,39.9562,-76.717691,0.053,Incident on E BOUNDARY AVE near WILSON CT Expect long delays., E Boundary Ave,York,York,PA,17403-3216,US,US/Eastern,KTHV,2022-09-12 13:53:00,83.0,83.0,63.0,29.31,10.0,SW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2518631,Source2,3,2018-10-15 06:47:18,2018-10-15 07:16:50,41.892159,-87.652725,,,0.0,Lane blocked due to accident on I-90 Kennedy Expy inbound near Ohio St.,I-90 E,Chicago,Cook,IL,60642,US,US/Central,KMDW,2018-10-15 06:53:00,37.9,30.9,86.0,30.12,10.0,NW,10.4,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-7209106,Source1,4,2020-03-03 09:47:14,2020-03-03 10:16:27,42.48116,-83.44126999999997,42.47398,-83.43199,0.685,Closed at I-696/M-5/Exit 165 - Road closed due to accident.,I-96 E,Novi,Oakland,MI,48375,US,US/Eastern,KPTK,2020-03-03 09:53:00,38.0,38.0,70.0,28.48,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5290650,Source1,2,2022-11-20 02:29:00,2022-11-20 05:45:00,33.708014,-84.204806,33.704694,-84.197374,0.485,Incident on I-20 EB near WESLEY CHAPEL RD Drive with caution.,GA-402 E,Decatur,DeKalb,GA,30034,US,US/Eastern,KATL,2022-11-20 02:52:00,40.0,32.0,49.0,29.19,10.0,NW,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3278680,Source2,3,2017-08-31 06:51:38,2017-08-31 07:36:15,32.924423,-96.769058,,,0.0,Lane blocked due to accident on I-635 Westbound at Coit Rd.,Coit Rd,Dallas,Dallas,TX,75251,US,US/Central,KADS,2017-08-31 06:47:00,69.8,,83.0,29.95,10.0,NNW,8.1,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-1869521,Source2,3,2019-09-20 16:33:35,2019-09-20 18:03:48,41.058548,-73.828552,,,0.0,Accident on I-287 Cross Westchester Expy Westbound before Exit 1 Saw Mill Pkwy Exits 21E 21W 22.,Taxter Rd,Elmsford,Westchester,NY,10523-2308,US,US/Eastern,KHPN,2019-09-20 16:56:00,77.0,77.0,30.0,29.67,10.0,NW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-3332198,Source2,3,2017-09-25 05:47:05,2017-09-25 06:31:40,34.34729,-117.46883400000002,,,0.0,Accident on I-15 Southbound after Oak Hill Rd. On the median.,Barstow Fwy S,Phelan,San Bernardino,CA,92371,US,US/Pacific,KGXA,2017-09-25 05:55:00,48.0,,24.0,29.88,10.0,SE,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2429780,Source2,3,2018-11-02 06:10:35,2018-11-02 06:40:11,47.232819,-122.436134,,,0.0,Two lanes blocked due to accident on I-5 Northbound near Pacific Ave.,I-5 S,Tacoma,Pierce,WA,98418,US,US/Pacific,KTCM,2018-11-02 06:03:00,55.4,,100.0,29.99,10.0,SSW,17.3,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-2905519,Source3,2,2018-04-24 19:25:44,2018-04-24 20:25:22,27.967489,-82.56750500000003,,,0.0,Right lane blocked due to accident on FL-60 Courtney Campbell Cswy Westbound at Rocky Point Dr.,W Courtney Campbell Cswy,Rocky Point,Hillsborough,FL,33607-1431,US,US/Eastern,KTPA,2018-04-24 19:53:00,72.0,,64.0,29.94,10.0,WNW,12.7,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3911120,Source1,2,2022-04-01 14:21:35,2022-04-01 17:20:02,25.890073,-80.190478,25.890297,-80.186079,0.274,Slow traffic on FL-922 from Griffing Blvd/NE North Miami Blvd (NE 125th St/North Miami Blvd/FL-922) to NE 10th Ave (NE 125th St/North Miami Blvd/FL-922) due to accident., NE 4th Ave,North Miami,Miami-Dade,FL,33161-5413,US,US/Eastern,KOPF,2022-04-01 13:53:00,86.0,86.0,61.0,29.99,10.0,S,16.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-6760193,Source1,2,2020-12-16 22:38:23,2020-12-17 00:29:40,35.252563,-80.734501,35.252153,-80.733017,0.088,Incident on DELTA LAKE DR near DEMILL LN Drive with caution., Delta Lake Dr,Charlotte,Mecklenburg,NC,28215-2814,US,US/Eastern,KJQF,2020-12-16 22:50:00,37.0,37.0,100.0,29.15,5.0,W,3.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-257035,Source2,2,2016-06-24 16:18:24,2016-06-24 16:48:24,40.161396,-75.47995,,,0.0,Shoulder closed due to accident on US-422 Westbound at PA-29 Collegeville Rd.,S Collegeville Rd,Collegeville,Montgomery,PA,19426,US,US/Eastern,KPTW,2016-06-24 15:54:00,80.1,,56.0,30.03,9.0,East,9.2,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7015233,Source1,4,2020-05-07 21:56:30,2020-05-07 22:41:30,47.19012,-122.4644,47.19012,-122.4644,0.0,Closed at S Tacoma Way - Road closed due to accident., Tacoma Mall Blvd,Tacoma,Pierce,WA,98409-6674,US,US/Pacific,KTCM,2020-05-07 21:58:00,57.0,57.0,,29.87,10.0,NNE,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-2791729,Source2,3,2018-06-29 17:13:10,2018-06-29 17:42:53,33.703659,-117.952454,,,0.0,HOV lane blocked due to accident on I-405 Southbound at Exit 14 Brookhurst St.,I-405 S,Fountain Valley,Orange,CA,92708,US,US/Pacific,KSNA,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4062625,Source1,2,2022-02-16 01:45:00.000000000,2022-02-16 03:50:57.000000000,38.177649,-120.947056,38.179813,-120.959654,0.7,Accident on Burson Rd (CA-12) from E Bay Mud Rd (CA-12) to CA-12., Hwy 12,Valley Springs,Calaveras,CA,95252-9121,US,US/Pacific,KO22,2022-02-16 01:55:00,45.0,45.0,37.0,27.69,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
